Cap Fiscal Year,Cap Type,Employer (Petitioner) Name,Industry 1,Industry 2,Occupation 1,Occupation 2,Petitioner City,Petitioner State,Petitioner ZIP Code,Tax ID,Initial Approval (Workers),Continuing Approval (Workers),Total Approval,Initial Denial (Workers),Continuing Denial (Workers),Total Denial,Worksite State,Consular Processed,Hourly Wage
2021,Exempt,TANNER TRACY RACING,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Bondurant,Iowa,50035,765,0,0,0,5,0,5,Iowa,No,$10.00 - $11.99
2021,1st Half,TANNER TRACY RACING,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Des Moines,Iowa,50317,765,0,5,5,0,0,0,Illinois,No,$10.00 - $11.99
2021,Supplemental,TANNER TRACY RACING,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Bondurant,Iowa,50035,765,2,0,2,0,0,0,Iowa,Yes,$10.00 - $11.99
2021,Supplemental,TANTO IRRIGATION LLC,22,Utilities,37,Building and Grounds Cleaning and Maintenance Occupations,Elmsford,New York,10523,8962,27,0,27,0,0,0,Georgia,Yes,$14.00 - $15.99
2021,Supplemental,TANTO IRRIGATION LLC,22,Utilities,37,Building and Grounds Cleaning and Maintenance Occupations,Elmsford,New York,10523,8962,14,0,14,0,0,0,New York,Yes,$16.00 - $17.99
2021,1st Half,TANTO IRRIGATION LLC,22,Utilities,37,Building and Grounds Cleaning and Maintenance Occupations,Elmsford,New York,10523,8962,30,0,30,0,0,0,New York,Yes,$18.00 - $19.99
2021,Exempt,TANTO IRRIGATION LLC,22,Utilities,37,Building and Grounds Cleaning and Maintenance Occupations,Elmsford,New York,10523,8962,30,0,30,0,0,0,New York,Yes,$16.00 - $17.99
2021,Exempt,TAOS SKI VALLEY INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Taos Ski Valley,New Mexico,87525,1918,0,5,5,0,0,0,New Mexico,No,$12.00 - $13.99
2021,Exempt,TAOS SKI VALLEY INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Taos Ski Valley,New Mexico,87525,1918,0,14,14,0,0,0,New Mexico,No,$12.00 - $13.99
2021,Supplemental,TARA GARDENS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Water Mill,New York,11976,2510,7,0,7,0,0,0,New York,Yes,$16.00 - $17.99
2021,1st Half,TARPON LODGE LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,355,2,0,2,0,0,0,Florida,Yes,$10.00 - $11.99
2021,1st Half,TARPON LODGE LLC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,355,2,0,2,0,0,0,Florida,Yes,$14.00 - $15.99
2021,1st Half,TARPON LODGE LLC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Westbury,New York,11590,355,2,0,2,0,0,0,Florida,Yes,$10.00 - $11.99
2021,Exempt,TAS INC DBA TODD ARMSTRONG SHOWS,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Las Vegas,Nevada,89108,9654,0,19,19,0,0,0,Texas,No,$9.99 and under
2021,Supplemental,TAS INC DBA TODD ARMSTRONG SHOWS,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Las Vegas,Nevada,89108,9654,16,0,16,0,0,0,Texas,Yes,$9.99 and under
2021,2nd Half,TASDEMIR MARBLE & GRANITE LLC,23,Construction,47,Construction and Extraction Occupations,Falls Church,Virginia,22041,4829,13,0,13,0,0,0,New York,Yes,$20.00 and more
2021,Supplemental,TATUM TRAWLERS INC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Laguna Vista,Texas,78578,3154,8,0,8,0,0,0,Texas,Yes,$9.99 and under
2021,2nd Half,TC DUGAN ENTERPRISES INC DBA CRUTC,71,"Arts, Entertainment, and Recreation",39,Personal Care and Service Occupations,Carlsbad,California,92008,7217,8,0,8,0,0,0,California,Yes,$12.00 - $13.99
2021,1st Half,TC HOTEL 1 LLC DBA RESIDENCE INN B,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Big Sky,Montana,59716,2178,7,0,7,0,0,0,Montana,Yes,$16.00 - $17.99
2021,Exempt,TCB QUALITY LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Georgetown,Texas,78627,3876,28,0,28,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,TCB QUALITY LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Georgetown,Texas,78627,3876,12,0,12,0,0,0,Texas,Yes,$14.00 - $15.99
2021,1st Half,TCB QUALITY LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Georgetown,Texas,78633,3876,30,0,30,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,TCC CONTRACTORS INC DBA TCC ROOF,23,Construction,47,Construction and Extraction Occupations,Eagle,Colorado,81631,2987,25,0,25,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Supplemental,TCC ENTERPRISES INC DBA TAMPA BAY,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Tampa,Florida,33610,3645,10,0,10,0,0,0,Florida,Yes,$12.00 - $13.99
2021,Supplemental,TCI HOSPITALITY LLC DBA UNCOMMON H,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Portland,Maine,4101,4984,4,0,4,0,0,0,Maine,Yes,$12.00 - $13.99
2021,Supplemental,TCI HOSPITALITY LLC DBA UNCOMMON H,72,Accommodation and Food Services,43,Office and Administrative Support Occupations,Portland,Maine,4101,4984,1,0,1,0,0,0,Maine,Yes,$12.00 - $13.99
2021,2nd Half,TCI HOSPITALITY LLC DBA UNCOMMON H,72,Accommodation and Food Services,43,Office and Administrative Support Occupations,Portland,Maine,4101,4984,4,0,4,0,0,0,Maine,Yes,$12.00 - $13.99
2021,Exempt,TCI HOSPITALITY LLC DBA UNCOMMON H,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Portland,Maine,4101,4984,0,8,8,0,0,0,Maine,No,$12.00 - $13.99
2021,2nd Half,TDH AND ASSOCIATES INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Saint Ignace,Michigan,49781,8572,5,0,5,0,0,0,Michigan,Yes,$10.00 - $11.99
2021,2nd Half,TDH AND ASSOCIATES INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Saint Ignace,Michigan,49781,8572,14,0,14,0,0,0,Michigan,Yes,$12.00 - $13.99
2021,Exempt,TEAM GREEN OUTDOOR INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ballwin,Missouri,63021,716,5,0,5,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,1st Half,TEAM GREEN OUTDOOR INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Ellisville,Missouri,63021,716,6,0,6,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Exempt,TEAM RIGHT OF WAY INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Atlanta,Georgia,31139,5399,0,24,24,0,0,0,Georgia,No,$14.00 - $15.99
2021,2nd Half,TECA AMERICA CS LLC,23,Construction,47,Construction and Extraction Occupations,Lubbock,Texas,79403,8704,8,0,8,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,TECH SEVEN CO DBA TECHSEVEN CO,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4227,5,0,5,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,2nd Half,TECTA AMERCIA AUSTIN LLC,23,Construction,47,Construction and Extraction Occupations,Pflugerville,Texas,78660,8062,10,0,10,0,0,0,Texas,Yes,$12.00 - $13.99
2021,2nd Half,TECTA AMERICA AMARILLO CS COMMERIC,23,Construction,47,Construction and Extraction Occupations,Amarillo,Texas,79109,6889,10,0,10,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,TECTA AMERICA DAKOTAS,23,Construction,47,Construction and Extraction Occupations,Fargo,North Dakota,58102,8200,15,0,15,0,0,0,North Dakota,Yes,$16.00 - $17.99
2021,Supplemental,TECTA AMERICA DAKOTAS,23,Construction,47,Construction and Extraction Occupations,Fargo,North Dakota,58102,8200,4,0,4,0,0,0,North Dakota,Yes,$16.00 - $17.99
2021,2nd Half,TECTA AMERICA SOUTHEAST LLC,23,Construction,47,Construction and Extraction Occupations,Cumming,Georgia,30040,1268,10,0,10,0,0,0,Alabama,Yes,$12.00 - $13.99
2021,2nd Half,TECTA AMERICA ZERO COMPANY LLC,23,Construction,47,Construction and Extraction Occupations,Dayton,Ohio,45424,6378,7,0,7,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,Supplemental,TECTA AMERICA ZERO COMPANY LLC,23,Construction,47,Construction and Extraction Occupations,Cincinnati,Ohio,45237,6378,15,0,15,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,2nd Half,TEK RESTAURANT GROUP INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Wellfleet,Massachusetts,2667,9454,3,0,3,0,0,0,Massachusetts,Yes,$16.00 - $17.99
2021,1st Half,TELLURIDE NIVALIS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Telluride,Colorado,81435,5179,40,0,40,0,0,0,Colorado,Yes,$14.00 - $15.99
2021,2nd Half,TELLURIDE TERRA INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Telluride,Colorado,81435,4086,40,0,40,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,2nd Half,TEMPUS BUILDERS INC,23,Construction,47,Construction and Extraction Occupations,Dallas,Texas,75220,4327,18,0,18,0,0,0,Indiana,Yes,$18.00 - $19.99
2021,Supplemental,TEMPUS BUILDERS INC,23,Construction,47,Construction and Extraction Occupations,Dallas,Texas,75220,4327,18,0,18,0,0,0,Indiana,Yes,$18.00 - $19.99
2021,Exempt,TENDER CARE LAWN SERVICE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sulphur,Louisiana,70663,1580,0,11,11,0,0,0,Louisiana,No,$12.00 - $13.99
2021,Exempt,TENDER CARE LAWN SERVICE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Sulphur,Louisiana,70663,1580,0,14,14,0,0,0,Louisiana,No,$14.00 - $15.99
2021,Supplemental,TENDER LAWN CARE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Spicewood,Texas,78669,3087,15,0,15,0,0,0,Texas,Yes,$12.00 - $13.99
2021,Exempt,TENNANT LANDSCAPE SOLUTIONS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Saint Louis,Missouri,63114,6383,9,0,9,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,1st Half,TENNANT LAWN SERVICE INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Saint Louis,Missouri,63114,6383,10,0,10,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Exempt,TENNESSEED EROSION CONTROL LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Athens,Tennessee,37371,5113,4,0,4,0,0,0,Tennessee,Yes,$14.00 - $15.99
2021,1st Half,TENNESSEED EROSION CONTROL LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Athens,Tennessee,37371,5113,4,0,4,0,0,0,Tennessee,Yes,$14.00 - $15.99
2021,Supplemental,TENTS CHAIRS & PARTY WARES INC DBA,53,Real Estate and Rental and Leasing,53,Transportation and Material Moving Occupations,Trenton,New Jersey,8610,9872,8,0,8,0,0,0,New Jersey,Yes,$18.00 - $19.99
2021,Supplemental,TEPA LANDSCAPING INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8379,11,0,11,0,0,0,Illinois,Yes,$16.00 - $17.99
2021,2nd Half,TEPE ENVIRONMENTAL SERVICES LTD,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,2038,5,0,5,0,0,0,Ohio,Yes,$14.00 - $15.99
2021,2nd Half,TERPENING CONSTRUCTION INC,23,Construction,47,Construction and Extraction Occupations,Maddock,North Dakota,58348,413,6,0,6,0,0,0,North Dakota,Yes,$18.00 - $19.99
2021,Supplemental,TERRA FORMA LANDSCAPING LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,9146,5,0,5,0,0,0,Virginia,Yes,$16.00 - $17.99
2021,2nd Half,TERRA GREEN LANDSCAPES INC DBA TER,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8435,25,0,25,0,0,0,North Carolina,Yes,$14.00 - $15.99
2021,1st Half,TERRA GREEN LANDSCAPES INC DBA TER,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,8435,25,0,25,0,0,0,North Carolina,Yes,$12.00 - $13.99
2021,2nd Half,TERRA LAWN CARE AND TERRA GREEN,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Frisco,Texas,75034,3546,6,0,6,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Exempt,TERRA MANAGEMENT SERVICES,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Houston,Texas,77063,7543,0,0,0,0,12,12,Texas,No,$14.00 - $15.99
2021,Supplemental,TERRA MANAGEMENT SERVICES,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Houston,Texas,77063,7543,72,0,72,0,0,0,Texas,Yes,$12.00 - $13.99
2021,Exempt,TERRA SCAPE LANDSCAPE CONST LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Wentzville,Missouri,63385,2479,3,0,3,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,1st Half,TERRA SCAPE LANDSCAPE CONSTRUCTORS,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Wentzville,Missouri,63385,2479,8,0,8,0,0,0,Missouri,Yes,$14.00 - $15.99
2021,Supplemental,TERRACARE ASSO LLC DBA TERRACARE,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Englewood,Colorado,80112,6454,26,0,26,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,Supplemental,TERRAIN INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Denver,Colorado,80204,4615,17,0,17,0,0,0,Colorado,Yes,$16.00 - $17.99
2021,2nd Half,TERRAWORKS INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lovingston,Virginia,22949,4513,12,0,12,0,0,0,Utah,Yes,$14.00 - $15.99
2021,Exempt,TETON CLUB OWNERS ASSOCIATION INC,81,Other Services,37,Building and Grounds Cleaning and Maintenance Occupations,Teton Village,Wyoming,83025,1360,0,7,7,0,0,0,Wyoming,No,$14.00 - $15.99
2021,Supplemental,TETON CLUB OWNERS ASSOCIATION INC,81,Other Services,37,Building and Grounds Cleaning and Maintenance Occupations,Teton Village,Wyoming,83025,1360,9,0,9,0,0,0,Wyoming,Yes,$16.00 - $17.99
2021,1st Half,TEXAS COASTAL OYSTERS LLC,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Amherst,Virginia,24521,2842,40,0,40,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,TEXAS ECOGROW LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Austin,Texas,78752,9058,51,50,101,0,0,0,Texas,Yes,$14.00 - $15.99
2021,2nd Half,TEXAS FISHERIES INC DBA MISS DANIE,11,"Agriculture, Forestry, Fishing and Hunting",45,"Farming, Fishing, and Forestry Occupations",Port Lavaca,Texas,77979,603,4,0,4,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,TEXAS FLAGS LTD / DBA / SIX FLAGS,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Arlington,Texas,76011,7424,35,0,35,0,0,0,Texas,Yes,$10.00 - $11.99
2021,Exempt,TEXAS FLAGS LTD/DBA/SIX FLAGS OVER,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Arlington,Texas,76011,7424,0,2,2,0,0,0,Texas,No,$10.00 - $11.99
2021,2nd Half,TEXAS LANDSCAPE SOLUTIONS LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Plano,Texas,75026,4560,30,0,30,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,TEXAS STAR LANDSCAPES LLC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Dallas,Texas,75222,1350,5,0,5,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Supplemental,TFG HYANNIS HOSPITALITY LLC DBA TH,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Hyannis,Massachusetts,2601,569,17,0,17,0,0,0,Massachusetts,Yes,$14.00 - $15.99
2021,Supplemental,TG RESOURCES LLC DBA THE TERRITORY,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Duncan,Oklahoma,73534,4948,6,0,6,0,0,0,Oklahoma,Yes,$14.00 - $15.99
2021,2nd Half,TGL MANAGEMENT INC,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Closter,New Jersey,7624,3144,8,0,8,0,0,0,New Jersey,Yes,$16.00 - $17.99
2021,Supplemental,THE ADIRONDACK GROUP LLC,23,Construction,49,"Installation, Maintenance, and Repair Occupations",West Chester,Pennsylvania,19382,5316,14,0,14,0,0,0,Pennsylvania,Yes,$14.00 - $15.99
2021,1st Half,THE ALG CORP,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lewisville,Texas,75057,5719,5,0,5,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Exempt,THE ALG CORP,56,Administrative and Waste Services,37,Building and Grounds Cleaning and Maintenance Occupations,Lewisville,Texas,75057,5719,4,0,4,0,0,0,Texas,Yes,$14.00 - $15.99
2021,Exempt,THE ALGONQUIN RESTAURANT,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Bolton Landing,New York,12814,1320,0,2,2,0,0,0,New York,No,$14.00 - $15.99
2021,Supplemental,THE ALGONQUIN RESTAURANT,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Bolton Landing,New York,12814,1320,4,0,4,0,0,0,New York,Yes,$14.00 - $15.99
2021,Supplemental,THE ALOTIAN CLUB LLC,71,"Arts, Entertainment, and Recreation",37,Building and Grounds Cleaning and Maintenance Occupations,Roland,Arkansas,72135,398,20,0,20,0,0,0,Arkansas,Yes,$12.00 - $13.99
2021,2nd Half,THE AMARILLO COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,9550,8,0,8,0,0,0,Texas,Yes,$10.00 - $11.99
2021,Exempt,THE AMARILLO COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,9550,9,0,9,0,0,0,Texas,No,$10.00 - $11.99
2021,Exempt,THE AMARILLO COUNTRY CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Westbury,New York,11590,9550,5,0,5,0,0,0,Texas,No,$12.00 - $13.99
2021,Exempt,THE APAWAMIS CLUB,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Rye,New York,10580,5907,0,12,12,0,0,0,New York,No,$16.00 - $17.99
2021,Exempt,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Glen Arbor,Michigan,49636,5708,0,2,2,0,0,0,Michigan,No,$12.00 - $13.99
2021,Exempt,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Glen Arbor,Michigan,49636,5708,0,5,5,0,0,0,Michigan,No,$14.00 - $15.99
2021,Exempt,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Glen Arbor,Michigan,49636,5708,0,15,15,0,0,0,Michigan,No,$12.00 - $13.99
2021,Exempt,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,51,Production Occupations,Glen Arbor,Michigan,49636,5708,0,2,2,0,0,0,Michigan,No,$10.00 - $11.99
2021,Supplemental,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,35,Food Preparation and Serving Related Occupations,Glen Arbor,Michigan,49636,5708,8,0,8,0,0,0,Michigan,Yes,$12.00 - $13.99
2021,Supplemental,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,51,Production Occupations,Glen Arbor,Michigan,49636,5708,8,0,8,0,0,0,Michigan,Yes,$10.00 - $11.99
2021,2nd Half,THE BAYBERRY GROUP INC,72,Accommodation and Food Services,37,Building and Grounds Cleaning and Maintenance Occupations,Glen Arbor,Michigan,49636,5708,4,0,4,0,0,0,Michigan,Yes,$14.00 - $15.99
2021,1st Half,THE BEACH CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Palm Beach,Florida,33480,6007,3,0,3,0,0,0,Florida,No,$12.00 - $13.99
2021,1st Half,THE BEACH CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Palm Beach,Florida,33480,6007,4,0,4,0,0,0,Florida,Yes,$12.00 - $13.99
2021,Exempt,THE BEACH CLUB INC,71,"Arts, Entertainment, and Recreation",35,Food Preparation and Serving Related Occupations,Palm Beach,Florida,33480,6007,0,7,7,0,0,0,Florida,No,$12.00 - $13.99
